SDFB Person ID,ODNB ID,Display Name,Prefix,First Name,Last Name,Suffix,Title,All Search Names,Gender,Historical Significance,Birth Year Type,Extant Birth Year,Alternate Birth Year,Death Year Type,Extant Death Year,Alternate Death Year,Group List
10010725,67996,Thomas Savage,"",Thomas,Savage,"","","Thomas Savage, Thomas, Thomas Savage",male,apprentice and murderer,IN,1651,1652,IN,1668,1668,[]
10012044,27633,Sir Roger Townshend,Sir,Roger,Townshend,"","","Roger Townshend, Sir Roger, Sir Roger Townshend, Sir Townshend, Roger, Roger Townshend",male,courtier,IN,1544,1544,IN,1590,1590,[]
10012746,29172,Thomas Wharton,"",Thomas,Wharton,"","","Thomas Wharton, Thomas, Thomas Wharton",male,soldier and administrator,IN,1495,1495,IN,1568,1568,[]
10005141,11354,Stephen Gray,"",Stephen,Gray,"","","Stephen Gray, Stephen, Stephen Gray",male,experimental philosopher,IN,1666,1666,IN,1736,1736,[]
10012790,29250,John White,"",John,White,"","","John White, John, John White",male,bishop of Winchester,IN,1509,1510,IN,1560,1560,[]
10011130,25622,James Sinclair,"",James,Sinclair,"","","James Sinclair, James St Clair, James, James Sinclair",male,army officer,IN,1687,1688,IN,1762,1762,[]
10006174,13767,Edward Hopson,"",Edward,Hopson,"","","Edward Hopson, Edward, Edward Hopson",male,naval officer,IN,1671,1671,IN,1728,1728,[]
10013058,65447,James Wodrow,"",James,Wodrow,"","","James Wodrow, James, James Wodrow",male,Church of Scotland minister and university teacher,IN,1637,1637,IN,1707,1707,[]
10005312,11788,James Guthrie,"",James,Guthrie,"","","James Guthrie, James, James Guthrie",male,Church of Scotland minister,IN,1612,1612,IN,1661,1661,[]
10012141,40216,George Turnbull,"",George,Turnbull,"","","George Turnbull, George, George Turnbull",male,theologian and teacher,IN,1698,1698,IN,1748,1748,[]
10011720,26802,Sir Richard Sutton,Sir,Richard,Sutton,"","","Richard Sutton, Sir Richard, Sir Richard Sutton, Sir Sutton, Richard, Richard Sutton",male,college head,IN,1460,1460,IN,1524,1524,[]
10005315,11798,Henry Guy,"",Henry,Guy,"","","Henry Guy, Henry, Henry Guy",male,politician,IN,1631,1631,IN,1711,1711,[]
10054875,,Mary Boteler,"",Mary,Boteler,"","","Mary, Mary Boteler",female,"",BF,1610,"",IN,1634,"",[]
10002120,4754,Robert Carr,"",Robert,Carr,"","","Robert Carr, Robert Kerr, Robert, Robert Carr",male,favourite of James I,IN,1585,1586,IN,1645,1645,[]
10012162,27875,William Turner,"",William,Turner,"","","William Turner, William, William Turner",male,Church of England clergyman and author,IN,1652,1653,IN,1701,1701,[]
10011995,27534,William Tong,"",William,Tong,"","","William Tong, William, William Tong",male,Presbyterian minister and nonconformist tutor,IN,1662,1662,IN,1727,1727,[]
10011747,26860,Cuthbert Sydenham,"",Cuthbert,Sydenham,"","","Cuthbert Sydenham, Cuthbert, Cuthbert Sydenham",male,Independent minister and political writer,IN,1623,1623,IN,1654,1654,[]
10008414,19069,Sir James Montgomery of Skelmorlie,Sir,James,Montgomery,of Skelmorlie,"","James Montgomery of Skelmorlie, Sir James, Sir James Montgomery, Sir James Montgomery of Skelmorlie, Sir James of Skelmorlie, Sir Montgomery, Sir Montgomery of Skelmorlie, James, James Montgomery, James Montgomery of Skelmorlie, James of Skelmorlie",male,politician and Jacobite conspirator,IN,1654,1654,IN,1694,1694,[]
10011295,26004,Charles Somerset,"",Charles,Somerset,"","","Charles Somerset, Charles Beaufort, Charles, Charles Somerset",male,courtier and magnate,IN,1460,1460,IN,1526,1526,[]
10007840,0,Torquil MacLeod of Lewis,"",Torquil,MacLeod,of Lewis,"","Torquil MacLeod, Torquil, Torquil MacLeod, Torquil MacLeod of Lewis, Torquil of Lewis",male,NA,BF,1490,NA,AF,1506,NA,[]
10000473,990,Francis Bacon,"",Francis,Bacon,"",Viscount St. Alban,"Francis, Francis Bacon, Francis Bacon Viscount St. Alban",male,"lord chancellor, politician, and philosopher",IN,1561,1561,IN,1626,1626,"[""Virginia Company"", ""Company of Mineral and Battery Works""]"
10005317,11800,Thomas Guy,"",Thomas,Guy,"","","Thomas Guy, Thomas, Thomas Guy",male,philanthropist and founder of Guy's Hospital,IN,1644,1645,IN,1724,1724,[]
10007852,55487,John Madden,"",John,Madden,"","","John Madden, John, John Madden",male,physician and manuscript collector,IN,1649,1649,IN,1703,1704,[]
10013083,29863,Sir Andrew Wood,Sir,Andrew,Wood,"","","Andrew Wood, Sir Andrew, Sir Andrew Wood, Sir Wood, Andrew, Andrew Wood",male,sea captain and merchant,AF,1405,NA,IN,1515,1515,[]
10010722,24727,Thomas Savage,"",Thomas,Savage,"","","Thomas Savage, Thomas, Thomas Savage",male,administrator and archbishop of York,AF,1397,NA,IN,1507,1507,[]
10005320,68323,Rudolf Gwalther,"",Rudolf,Gwalther,"","","Rudolf Gwalther, Rudolf, Rudolf Gwalther",male,theologian,IN,1519,1519,IN,1586,1586,[]
10012607,28888,Isaac Watts,"",Isaac,Watts,"","","Isaac Watts, Isaac, Isaac Watts",male,Independent minister and writer,IN,1674,1674,IN,1748,1748,[]
10010221,23415,Henry Reynolds,"",Henry,Reynolds,"","","Henry Reynolds, Henry, Henry Reynolds",male,poet,IN,1628,1628,IN,1632,1632,[]
10012757,66155,John Wheelwright,"",John,Wheelwright,"","","John Wheelwright, John, John Wheelwright",male,minister in America,CA,1592,1592,IN,1679,1679,[]
10012769,71159,Alexander Whitaker,"",Alexander,Whitaker,"","","Alexander Whitaker, Alexander, Alexander Whitaker",male,clergyman and colonist in America,IN,1585,1585,IN,1617,1617,[]
10010573,24369,Alexander Ruthven,"",Alexander,Ruthven,"","","Alexander Ruthven, Alexander, Alexander Ruthven",male,nobleman and alleged conspirator,CA,1580,1580,IN,1600,1600,[]
10009860,22606,Charles Potter,"",Charles,Potter,"","","Charles Potter, Charles, Charles Potter",male,courtier,IN,1634,1634,IN,1663,1663,[]
10013270,558,Anne of Cleves,Queen,Anne,"",of Cleves,"","Anne of Cleves, Anne, Anne of Cleves, Queen Anne of Cleves, Queen Anne",female,"queen of England, fourth consort of Henry VIII",IN,1515,1515,IN,1557,1557,[]
10012779,70623,Edward Whitby,"",Edward,Whitby,"","","Edward Whitby, Edward, Edward Whitby",male,politician and lawyer,IN,1578,1578,IN,1639,1639,[]
10007842,17685,Heber MacMahon,"",Heber,MacMahon,"","","Heber MacMahon, Heber, Heber MacMahon",male,Roman Catholic bishop of Clogher,IN,1600,1600,IN,1650,1650,[]
10011954,27444,Peter Tillemans,"",Peter,Tillemans,"","","Peter Tillemans, Peter, Peter Tillemans",male,painter and draughtsman,IN,1684,1684,IN,1734,1734,[]
10012559,28784,Matthew Warren,"",Matthew,Warren,"","","Matthew Warren, Matthew, Matthew Warren",male,nonconformist minister and tutor,IN,1642,1642,IN,1706,1706,[]
10006483,14452,Henry Ireton,"",Henry,Ireton,"","","Henry Ireton, Henry, Henry Ireton",male,parliamentarian army officer and regicide,IN,1611,1611,IN,1651,1651,"[""Parliamentarians"", ""Regicides"", ""Earl of Essex's army"", ""Green Ribbon Club""]"
10010728,74825,Sir George Savile,Sir,George,Savile,"","","George Savile, Sir George, Sir George Savile, Sir Savile, George, George Savile",male,"",IN,1549,1550,IN,1622,1622,[]
10007853,17754,Samuel Molyneux Madden,"",Samuel Molyneux,Madden,"","","Samuel Molyneux Madden, Samuel Molyneux, Samuel Molyneux Madden",male,writer and benefactor,IN,1686,1686,IN,1765,1765,[]
10011501,26411,John Stearne,"",John,Stearne,"","","John Stearne, John Sterne, John, John Stearne",male,Church of Ireland bishop of Clogher and benefactor,IN,1660,1660,IN,1745,1745,[]
10010687,24652,Samuel Sandys,"",Samuel,Sandys,"","","Samuel Sandys, Samuel, Samuel Sandys",male,politician,IN,1695,1695,IN,1770,1770,[]
10011102,69230,Matthew Simmons,"",Matthew,Simmons,"","","Matthew Simmons, Matthew, Matthew Simmons",male,bookseller and printer,BF/IN,1608,1608,IN,1654,1654,[]
10005327,11817,Francis Gwyn,"",Francis,Gwyn,"","","Francis Gwyn, Francis, Francis Gwyn",male,politician and government official,IN,1648,1649,IN,1734,1734,[]
10012813,29287,George Whitehead,"",George,Whitehead,"","","George Whitehead, George, George Whitehead",male,Quaker leader and writer,IN,1637,1637,IN,1724,1724,[]
10004576,67401,John Freke,"",John,Freke,"","","John Freke, John, John Freke",male,lawyer and conspirator,IN,1652,1652,IN,1717,1717,[]
10008724,19849,Walter Needham,"",Walter,Needham,"","","Walter Needham, Walter, Walter Needham",male,physician and anatomist,IN,1632,1632,IN,1691,1691,[]
10003311,7233,Lady Eleanor Davies,Lady,Eleanor,Davies,"","","Lady Eleanor Davies, Lady Eleanor Touchet, Lady Eleanor Douglas, Lady Eleanor, Lady Eleanor Davies, Lady Davies, Eleanor, Eleanor Davies",female,prophetess,IN,1590,1590,IN,1652,1652,[]
10008066,18292,William Mason,"",William,Mason,"","","William Mason, William, William Mason",male,stenographer and writing-master,AF,1609,NA,CA,1719,1719,[]
10012792,29255,John White,"",John,White,"","","John White, John, John White",male,clergyman and promoter of colonization,IN,1575,1575,IN,1648,1648,[]
10013294,76632,Nutaaq,"",Nutaaq,"","","","Nutaaq, Nutaaq",male,indigenous Native American taken captive by Martin Frobisher at Baffin Island,AF,1467,NA,IN,1577,1577,[]
10012793,29251,John White,"",John,White,"","","John White, John, John White",male,colonist and painter,IN,1577,1577,IN,1593,1593,[]
10013290,71101,Massasoit,"",Massasoit,"","","","Massasoit, Massasoit",male,leader of the Algonquian Indians,IN,1600,1600,IN,1661,1661,[]
10012020,66794,Mervin Touchet,"",Mervin,Touchet,"",second earl of Castlehaven,"Mervin Touchet, Mervin, Mervin Touchet, Earl of Castlehaven, Castlehaven",male,convicted rapist and sodomite,IN,1593,1593,IN,1631,1631,[]
10004908,10877,Francis Godolphin,"",Francis,Godolphin,"","","Francis Godolphin, Francis, Francis Godolphin",male,politician and officer of the royal household,IN,1678,1678,IN,1766,1766,[]
10011103,69236,Samuel Simmons,"",Samuel,Simmons,"","","Samuel Simmons, Samuel, Samuel Simmons",male,printer,IN,1640,1640,IN,1687,1687,[]
10004046,8996,John Evelyn,"",John,Evelyn,"","","John Evelyn, John, John Evelyn",male,diarist and writer,IN,1620,1620,IN,1706,1706,[]
10003315,7245,Sir John Davies,Sir,John,Davies,"","","John Davies, Sir John, Sir John Davies, Sir Davies, John, John Davies",male,lawyer and poet,IN,1569,1569,IN,1626,1626,[]
10008692,19744,Sir Archibald Napier of Merchiston,Sir,Archibald,Napier,of Merchiston,"","Archibald Napier of Merchiston, Sir Archibald, Sir Archibald Napier, Sir Archibald Napier of Merchiston, Sir Archibald of Merchiston, Sir Napier, Sir Napier of Merchiston, Archibald, Archibald Napier, Archibald Napier of Merchiston, Archibald of Merchiston",male,administrator,IN,1533,1534,IN,1608,1608,[]
10054853,,Simon Belost,"",Simon,Belost,S.J.,"","Simon, Simon Belost, Simon Belost S.J., Simon S.J.",male,English Jesuit,IN,1507,"",AF/IN,1570,"","[""Jesuits"", ""Catholics""]"
10004588,10191,Sir Martin Frobisher,Sir,Martin,Frobisher,"","","Martin Frobisher, Sir Martin, Sir Martin Frobisher, Sir Frobisher, Martin, Martin Frobisher",male,"privateer, explorer, and naval commander",CA,1535,1535,IN,1594,1594,[]
10050000,,Katherine Culling,"",Katherine,Culling,"","","Katherine Culling, Katherine Oxinden",female,letter writer and second wife of Henry Oxinden,CA,1624,1626,CA,1698,"",[]
10005658,89951,Anne Hathaway,"",Anne,Hathaway,"","","Anne Hathaway, Anne, Anne Hathaway",female,"",IN,1555,1556,IN,1623,1623,[]
10054849,,Christopher Jones,"",Christopher,Jones,"","","Christopher, Christopher Jones",male,"Master of Mayflower, the ship that carried the ""Pilgrims"" to New England in 1620.",CA,1570,"",IN,1622,"",[]
10054850,,Robert Cushman,"",Robert,Cushman,"","","Robert, Robert Cushman",male,One of the organizers of what became the Plymouth Colony founded in 1620.,CA,1577,"",IN,1625,"",[]
10008308,18799,John Milton,"",John,Milton,"","","John Milton, John, John Milton",male,composer,IN,1562,1562,IN,1647,1647,"[""Trustees of Blackfriars Playhouse""]"
10008522,19292,Thomas Morley,"",Thomas,Morley,"","","Thomas Morley, Thomas, Thomas Morley",male,composer,IN,1556,1557,AF/IN,1602,1602,[]
10050153,,Robina Cromwell,"",Robina,Cromwell,"","","Robina, Robina Cromwell, Robina French, Robina Wilkins",female,youngest sister of Lord Protector Oliver Cromwell,CA,1594,"",IN,1660,"",[]
10008668,68375,Hermann Mylius,"",Hermann,Mylius,"","","Hermann Mylius, Hermann, Hermann Mylius",male,diplomat,IN,1603,1603,IN,1657,1657,[]
10009531,21857,William Penn,"",William,Penn,"","","William Penn, William, William Penn",male,Quaker leader and founder of Pennsylvania,IN,1644,1644,IN,1718,1718,"[""Quakers""]"
10002157,4828,John Carver,"",John,Carver,"","","John Carver, John, John Carver",male,colonial governor,AF,1511,NA,IN,1621,1621,[]
10054852,,Anne Milton,"",Anne,Milton,"","","Anne, Anne Milton, Anne Phillips,  Anne Milton",female,older sister of poet John Milton,BF/IN,1608,"",IN,1640,"",[]
10009672,22148,Edward Phillips,"",Edward,Phillips,"","","Edward Phillips, Edward, Edward Phillips",male,writer and biographer,IN,1630,1630,AF/IN,1696,1696,[]
10007541,16885,John Locke,"",John,Locke,"","","John Locke, John, John Locke",male,philosopher,IN,1632,1632,IN,1704,1704,[]
10012328,0,Elizabeth Vernon Countess of Southampton,"",Elizabeth,Vernon,"",Countess of Southampton,"Elizabeth Vernon, Elizabeth, Elizabeth Vernon, Elizabeth Vernon Countess of Southampton",female,maid of honour to Elizabeth I,IN,1573,NA,AF/IN,1655,NA,[]
10013164,30073,Henry Wriothesley,"",Henry,Wriothesley,"","","Henry Wriothesley, Henry, Henry Wriothesley",male,courtier and literary patron,IN,1573,1573,IN,1624,1624,[]
10000738,,Catherine Barton,"",Catherine,Barton,"","","Catherine Barton, Catherine, Catherine Barton",female,NA,BF,1699,NA,IN,1739,NA,[]
10011476,72296,William Stanley,"",William,Stanley,"","","William Stanley, William, William Stanley",male,nobleman,IN,1561,1561,IN,1642,1642,[]
10003372,0,Elizabeth de Vere Countess of Derby,"",Elizabeth,de Vere,"",Countess of Derby,"Elizabeth de Vere, Elizabeth, Elizabeth de Vere, Elizabeth de Vere Countess of Derby",female,NA,IN,1575,NA,IN,1627,NA,[]
10005904,13182,Jasper Heywood,"",Jasper,Heywood,"","","Jasper Heywood, Jasper, Jasper Heywood",male,poet and Jesuit,IN,1535,1535,IN,1598,1598,"[""Jesuit missionaries to England"", ""Jesuits""]"
10007256,0,Edward Henry Lee earl of Lichfield,"",Edward Henry,Lee,"",earl of Lichfield,"Edward Henry Lee, Edward Henry, Edward Henry Lee, Edward Henry Lee earl of Lichfield",male,NA,IN,1663,NA,IN,1716,NA,[]
10006553,14656,Sir Theodore Janssen,Sir,Theodore,Janssen,"","","Theodore Janssen, Sir Theodore, Sir Theodore Janssen, Sir Janssen, Theodore, Theodore Janssen",male,financier,IN,1658,1658,IN,1748,1748,[]
10001806,4061,Gilbert Burnet,"",Gilbert,Burnet,"","","Gilbert Burnet, Gilbert, Gilbert Burnet",male,bishop of Salisbury and historian,IN,1643,1643,IN,1715,1715,[]
10011666,560,Queen Anne,Queen,Anne,Stuart,"","","Queen Anne, Queen Anne, Queen Anne Stuart, Queen Stuart, Anne, Anne Stuart",female,queen of Great Britain and Ireland,IN,1665,1665,IN,1714,1714,[]
10000405,884,William Atwood,"",William,Atwood,"","","William Atwood, William, William Atwood",male,lawyer and writer on politics,AF,1602,NA,IN,1712,1712,[]
10012460,28556,Edmund Waller,"",Edmund,Waller,"","","Edmund Waller, Edmund, Edmund Waller",male,poet and politician,IN,1606,1606,IN,1687,1687,"[""Great Tew Circle""]"
10000726,1557,Elizabeth Barry,"",Elizabeth,Barry,"","","Elizabeth Barry, Elizabeth, Elizabeth Barry",female,actress and theatre manager,IN,1656,1658,IN,1713,1713,[]
10012324,28233,Sir Ralph Verney,Sir,Ralph,Verney,"","","Ralph Verney, Sir Ralph, Sir Ralph Verney, Sir Verney, Ralph, Ralph Verney",male,landowner and politician,IN,1613,1613,IN,1696,1696,[]
10012738,29163,Anne Wharton,"",Anne,Wharton,"","","Anne Wharton, Anne Lee, Anne, Anne Wharton",female,poet,IN,1659,1659,IN,1685,1685,[]
10003502,7633,Venetia Digby,"",Venetia,Digby,"","","Venetia Digby, Venetia Stanley, Venetia, Venetia Digby",female,gentlewoman and celebrated beauty,IN,1600,1600,IN,1633,1633,[]
10009844,22564,George Porter,"",George,Porter,"","","George Porter, George, George Porter",male,royalist army officer,IN,1621,1621,IN,1683,1683,[]
10054860,,Edith Jackson,"",Edith,Jackson,"",Lady,"Edith, Edith Jackson, Edith Jackson Lady, Edith, Lady Edith, Lady Edith Windebank, Edith Windebank, Lady Windebanke, Lady Edith Windebanke, Edith Windebanke",female,"",BF,1593,"",AF,1641,"",[]
10009248,21123,William Paget,"",William,Paget,"","","William Paget, William, William Paget",male,politician,IN,1609,1609,IN,1678,1678,[]
10054859,,Lady Frances Stuart,Lady,Frances,Stuart,"",Countess of Portland ,"Lady Frances, Lady Frances Stuart, Lady Frances Stuart Countess of Portland , Lady Stuart, Frances, Frances Stuart, Frances Stuart Countess of Portland , Lady Frances Stuart,  Lady Frances,  Lady Frances Weston,  Frances Weston",female,Countess of Portland,IN,1617,"",IN,1694,"",[]
10001189,2692,Mountjoy Blount,"",Mountjoy,Blount,"","","Mountjoy Blount, Mountjoy, Mountjoy Blount",male,courtier and politician,IN,1597,1597,IN,1666,1666,[]
10054863,105833,John Colladon,Sir,John,Colladon,"","","Sir John, Sir John Colladon, Sir Colladon, John, John Colladon, John Colladon, Jean Colladon",male,"",IN,1608,"",IN,1675,"","[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10054857,24444,Edward Sackville Earl of Dorset,"",Edward,Sackville,"",Earl of Dorset,"Edward, Edward Sackville, Edward Sackville Earl of Dorset, Sir Edward, Sir Edward Sackville",male,"Earl of Dorset, politician",IN,1590,"",IN,1652,"",[]
10003508,7639,Thomas Digges,"",Thomas,Digges,"","","Thomas Digges, Thomas, Thomas Digges",male,mathematician and member of parliament,IN,1546,1546,IN,1595,1595,[]
10007193,16160,William Lawes,"",William,Lawes,"","","William Lawes, William, William Lawes",male,instrumentalist and composer,IN,1602,1602,IN,1645,1645,"[""The King's Musik""]"
10002823,6261,John Coprario,"",John,Coprario,"","","John Coprario, John, John Coprario",male,composer and musician,AF,1516,NA,IN,1626,1626,[]
10011929,0,"Sir Robert Throckmorton of Coughton, Warwickshire",Sir,Robert,Throckmorton,"of Coughton, Warwickshire","","Robert Throckmorton, Sir Robert, Sir Robert Throckmorton, Sir Robert Throckmorton of Coughton, Warwickshire, Sir Robert of Coughton, Warwickshire, Sir Throckmorton, Sir Throckmorton of Coughton, Warwickshire, Robert, Robert Throckmorton, Robert Throckmorton of Coughton, Warwickshire, Robert of Coughton, Warwickshire",male,NA,CA,1513,NA,IN,1581,NA,[]
10010605,24449,Robert Sackville,"",Robert,Sackville,"","","Robert Sackville, Robert, Robert Sackville",male,politician,IN,1560,1561,IN,1609,1609,[]
10054854,,Sir William Howard,Sir,William,Howard,"","","Sir William, Sir William Howard, Sir Howard, William, William Howard, William,  William Howard,  Sir William Howard",male,"",CA,1602,"",IN,1643,"",[]
10004883,10819,Francis Glisson,"",Francis,Glisson,"","","Francis Glisson, Francis, Francis Glisson",male,physician and philosopher,CA,1599,1599,IN,1677,1677,"[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10009029,20574,Roderic O'Flaherty,"",Roderic,O'Flaherty,"","","Roderic O'Flaherty, Roger O'Flaherty, Roderic, Roger",male,historiographer,IN,1627,1630,IN,1716,1718,[]
10011676,67529,Esme Stuart,"",Esme,Stuart,"","","Esme Stuart, Esme, Esme Stuart",male,nobleman,CA,1579,1579,IN,1624,1624,[]
10012720,29123,Jerome Weston,"",Jerome,Weston,"","","Jerome Weston, Jerome, Jerome Weston",male,politician,IN,1605,1605,IN,1663,1663,"[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10010603,92426,Mary Sackville,"",Mary,Sackville,"","","Mary Sackville, Mary Curzon, Mary, Mary Sackville",female,royal governess,IN,1586,1586,IN,1645,1645,[]
10010249,23484,Henry Rich,"",Henry,Rich,"","","Henry Rich, Henry, Henry Rich",male,courtier,IN,1590,1590,IN,1649,1649,[]
10005084,46974,Sir Thomas Gower,Sir,Thomas,Gower,"","","Thomas Gower, Sir Thomas, Sir Thomas Gower, Sir Gower, Thomas, Thomas Gower",male,politician,IN,1604,1605,IN,1672,1672,"[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10054741,,Thomasin Tunstall,"",Thomasin,Tunstall,"","","Thomasin, Thomasin Tunstall",female,horticulturalist,BF,1620,"",CA,1620,"",[]
10010255,23490,Penelope Rich,"",Penelope,Rich,"","","Penelope Rich, Penelope Devereux, Penelope, Penelope Rich",female,noblewoman,IN,1563,1563,IN,1607,1607,[]
10005083,58565,Sir Thomas Gower,Sir,Thomas,Gower,"","","Thomas Gower, Sir Thomas, Sir Thomas Gower, Sir Gower, Thomas, Thomas Gower",male,local politician,IN,1584,1584,IN,1651,1651,[]
10005634,12531,William Harvey,"",William,Harvey,"","","William Harvey, William, William Harvey",male,physician and discoverer of the circulation of the blood,IN,1578,1578,IN,1657,1657,"[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10006241,13886,Charles Howard,"",Charles,Howard,"","","Charles Howard, Charles, Charles Howard",male,army officer and politician,IN,1628,1628,IN,1685,1685,[]
10006266,0,Lady Margaret Howard,Lady,Margaret,Howard,"","","Lady Margaret Howard, Lady Margaret, Lady Margaret Howard, Lady Howard, Margaret, Margaret Howard",female,NA,IN,1562,NA,IN,1591,NA,[]
10005032,11101,George Goring,"",George,Goring,"","","George Goring, George, George Goring",male,courtier and diplomat,IN,1585,1585,IN,1663,1663,[]
10008728,37803,Sir Paul Neile,Sir,Paul,Neile,"","","Paul Neile, Sir Paul, Sir Paul Neile, Sir Neile, Paul, Paul Neile",male,courtier and patron of science,IN,1613,1613,IN,1682,1686,"[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10006606,14780,Henry Jermyn,"",Henry,Jermyn,"","","Henry Jermyn, Henry Germain, Henry, Henry Jermyn",male,courtier and government official,IN,1605,1605,IN,1684,1684,"[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10007832,63433,John Maclean,"",John,Maclean,"","","John Maclean, John Macklier, John Makeleer, Hans Maclean, Hans Macklier, Hans Makeleer, John, Hans",male,merchant in Sweden,AF,1556,NA,IN,1666,1666,[]
10003497,7627,George Digby,"",George,Digby,"","","George Digby, George, George Digby",male,politician,IN,1612,1612,IN,1677,1677,"[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10006686,15017,Inigo Jones,"",Inigo,Jones,"","","Inigo Jones, Inigo, Inigo Jones",male,architect and theatre designer,IN,1573,1573,IN,1652,1652,[]
10004625,10248,Benjamin Furly,"",Benjamin,Furly,"","","Benjamin Furly, Benjamin, Benjamin Furly",male,merchant and religious writer,IN,1636,1636,IN,1714,1714,"[""Quakers""]"
10009547,96286,Paulina Pepys,"",Paulina,Pepys,"","","Paulina Pepys, Paulina Jackson, Paulina, Paulina Pepys",female,"",IN,1640,1640,IN,1689,1689,[]
10009549,21906,Samuel Pepys,"",Samuel,Pepys,"","","Samuel Pepys, Samuel, Samuel Pepys",male,naval official and diarist,IN,1633,1633,IN,1703,1703,"[""Royal Society"", ""St Pauls School London""]"
10003300,7197,Sir William Davenant,Sir,William,Davenant,"","","Sir William Davenant, Sir William D'Avenant, Sir William, Sir William Davenant, Sir Davenant, William, William Davenant",male,"poet, playwright, and theatre manager",IN,1606,1606,IN,1668,1668,[]
10006012,13400,Thomas Hobbes,"",Thomas,Hobbes,"","","Thomas Hobbes, Thomas, Thomas Hobbes",male,philosopher,IN,1588,1588,IN,1679,1679,"[""Great Tew Circle"", ""Virginia Company""]"
10054867,,Frederick Cornwallis,Sir,Frederick,Cornwallis,"",Baron Cornwallis,"Sir Frederick, Sir Frederick Cornwallis, Sir Frederick Cornwallis Baron Cornwallis, Sir Cornwallis, Frederick, Frederick Cornwallis, Frederick Cornwallis Baron Cornwallis, Sir Frederick Cornwallis,  Frederick Cornwallis,  Lord Cornwallis",female,MP and member of the Privy Council,CA,1610,1611,IN,1662,"","[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10054869,,Sir William Hatton,"",William,Hatton,"","","William, William Hatton, Sir William Newport,  William Newport",male,"Member of Parliament, first husband on Elizabeth Hatton who later married Sir Edward Coke",CA,1565,"",CA,1597,"",[]
10013276,4894,Queen Catherine of Braganza,Queen,Catherine,"",of Braganza,"","Catherine of Braganza, Queen Catherine, Queen Catherine of Braganza, Catherine, Catherine of Braganza",female,"queen of England, Scotland, and Ireland, consort of Charles II",IN,1638,1638,IN,1705,1705,[]
10000311,77101,John Arundell,"",John,Arundell,"","","John Arundell, John, John Arundell",male,"",AF,1470,NA,IN,1580,1580,[]
10054866,41331,Gertude Denys,"",Gertrude,Denys,"","","Gertrude, Gertrude Denys, Gertrude,  Gertrude Arundell,  Gertrude Arundel",female,"",AF,1552,"",CA,1635,"",[]
10000316,722,Sir John Arundell,Sir,John,Arundell,"","","John Arundell, Sir John, Sir John Arundell, Sir Arundell, John, John Arundell",male,royalist army officer,IN,1576,1576,IN,1654,1656,"[""Recipe Contributors for Sir Kenelm Digby's Closet Opened""]"
10002248,46675,Mildred Cecil,"",Mildred,Cecil,"","","Mildred Cecil, Mildred Cooke, Mildred, Mildred Cecil",female,noblewoman and scholar,IN,1526,1526,IN,1589,1589,"[""Puritans""]"
10013271,559,Queen Anne of Denmark,Queen,Anne,"",of Denmark,"","Anne of Denmark, Queen Anne, Queen Anne of Denmark, Anne, Anne of Denmark",female,"queen of England, Scotland, and Ireland, consort of James VI and I",IN,1574,1574,IN,1619,1619,[]
10012122,18245,Queen Mary I,Queen,Mary,Tudor,I,"","Queen Mary, Mary I, Bloody Mary, Queen Mary, Queen Mary Tudor, Queen Mary Tudor I, Queen Mary I, Queen Tudor, Queen Tudor I, Mary, Mary Tudor, Mary Tudor I, Mary I",female,queen of England and Ireland,IN,1516,1516,IN,1558,1558,"[""Catholics""]"
10010550,13411,Elizabeth Russell,"",Elizabeth,Russell,"","","Elizabeth Russell, Elizabeth Cooke, Elizabeth, Elizabeth Russell",female,linguist and courtier,IN,1528,1528,IN,1609,1609,[]
10005193,11493,Sir Richard Grenville,Sir,Richard,Grenville,"","","Richard Grenville, Sir Richard, Sir Richard Grenville, Sir Grenville, Richard, Richard Grenville",male,naval commander,IN,1542,1542,IN,1591,1591,"[""Sea dogs""]"
10013299,76635,Rawly,"",Rawly,"","","","Rawly, Rawly",male,"",AF,1479,NA,IN,1589,1589,[]
10007040,15781,John Knox,"",John,Knox,"","","John Knox, John, John Knox",male,religious reformer,IN,1514,1514,IN,1572,1572,"[""Presbyterians""]"
10003982,39358,Desiderius Erasmus,"",Desiderius,Erasmus,"","","Desiderius Erasmus, Desiderius, Desiderius Erasmus",male,humanist scholar and reformer,IN,1467,1467,IN,1536,1536,[]
10054870,30111,Sir Thomas Wyatt,Sir,Thomas,Wyatt,"","","Sir Thomas, Sir Thomas Wyatt, Sir Wyatt, Thomas, Thomas Wyatt",male,poet and ambassador,IN,1503,"",IN,1542,"",[]
